Series Name,"Series Code","Country Name","Country Code","1990 [YR1990]","2000 [YR2000]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]","2017 [YR2017]","2018 [YR2018]","2019 [YR2019]","2020 [YR2020]","2021 [YR2021]"
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Turkiye","TUR","..","..","..","..","..","..","..","..","..","..","..",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Turkmenistan","TKM","..","..","..","..","..","..","..","..","..","..","..",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Turks and Caicos Islands","TCA","..","..","..","..","..","..","..","..","..","..","..",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Tuvalu","TUV","..","..","..","..","..","..","..","..","..","..","..",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Uganda","UGA","-4.73439861645252","-2.20058986873829","-1.35699629720681","5.21956083892081","12.2756873761968","4.63935830068695","6.59480170639897","4.32446620055367","15.1588720776903","8.73344315160838","5.53325600584526",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Ukraine","UKR","..","0.845834692732893","10.0377944545613","0.445366793922915","-8.16918533980107","-5.09807928916892","-0.341239252339022","8.52514283214998","3.05545160886788","3.73133077051355","1.46508385749569",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","United Arab Emirates","ARE","..","..","4.56188225691491","7.66853414306851","5.59290593152384","-8.68410370940764","1.18621861171061","8.08510352750282","-1.39253053297764","-0.00482374001946084","-5.96722316395395",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","United Kingdom","GBR","1.4597793273021","3.82617121650803","0.254694772170609","1.90666803554957","3.66261838098329","3.3017945256062","1.78349114501037","2.77732995571161","1.3405078894522","..","..",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","United States","USA","1.18182370613175","4.00743487546453","3.59824615259303","1.27709833539549","2.9344223395302","3.97703722688019","0.614794651178258","2.78132379983269","2.36952668159176","2.10618016649522","-3.8816069082643",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Uruguay","URY","-3.89734578675176","-3.6925129168191","-2.4205825159612","7.77479686082671","1.49924581631342","1.59185570543954","4.75044658209644","0.848022786579449","-0.418065199890222","2.01093422379941","-6.84629923255625",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Uzbekistan","UZB","..","..","..","..","..","..","..","..","..","..","..",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Vanuatu","VUT","..","..","-2.24498556595465","8.47125646215787","5.79913606160632","4.19140230388551","7.98981329654443","4.70599340015919","15.5059429500411","13.3887032086447","..",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Venezuela, RB","VEN","11.9424249236196","16.5766152751208","1.17914106619617","-10.4253377937262","-16.0163638753275","..","..","..","..","..","..",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Vietnam","VNM","..","..","..","..","..","..","..","..","..","..","..",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Virgin Islands (U.S.)","VIR","..","..","..","..","..","..","..","..","..","..","..",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","West Bank and Gaza","PSE","..","..","..","..","..","..","..","..","..","..","..",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Yemen, Rep.","YEM","..","..","..","..","..","..","..","..","..","..","..",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Zambia","ZMB","..","..","..","..","..","..","..","..","..","..","..",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Zimbabwe","ZWE","..","..","21.6938753580941","5.50241309014494","1.55973291667775","12.7892818357319","-0.897403271555888","3.47187262837834","-5.38359567563785","..","..",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Africa Eastern and Southern","AFE","..","..","2.71185715433162","4.7018726108774","6.10375189116725","6.19526506846624","9.70252682558275","-0.290196307350172","4.67289710492203","3.91290835085505","-2.56005640119685",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Africa Western and Central","AFW","7.62572700955921","4.88932067804946","13.6917448617559","3.34972526517264","6.09393004425816","1.68084946609316","-3.13938446819223","-0.0867117148074783","3.75643976047331","1.25223219926956","4.82726282916835",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Arab World","ARB","..","..","6.02358868097144","3.19967499681543","1.6065111459182","-6.42271782012645","0.411542027850359","4.19149178468994","5.01303776018152","2.94960906686555","-7.3273042289469",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Caribbean small states","CSS","..","..","..","..","..","..","..","..","..","..","..",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Central Europe and the Baltics","CEB","..","3.13427695265938","1.05704544088528","2.22211207690657","3.82848992328873","4.72448506806069","3.52279568749383","5.26050210641533","4.37381747070482","5.49308258735452","-2.67000755187102",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Early-demographic dividend","EAR","14.8196603057664","-2.5802633443051","-49.2311545823456","2.79939193230092","3.65049184130066","3.5400689699882","4.01224308983987","5.14179601440104","2.83815352897834","3.6518474123849","-5.70062235260444",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","East Asia & Pacific","EAS","..","2.1586181049354","-32.3884650115626","4.55299599156747","5.59827652623051","6.036493550914","5.95962462116437","5.26414533270467","2.75560588147479","3.338015673401","-1.43498149165436",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","East Asia & Pacific (excluding high income)","EAP","..","-0.344015529935248","-43.19758744907","5.36999271807406","8.12786531003562","6.90017763948147","8.0137453174007","6.715693208395","4.11661364528213","4.76329554053059","-0.628360028662698",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","East Asia & Pacific (IDA & IBRD countries)","TEA","..","-0.344015529935248","-43.19758744907","5.36999271807407","8.1278653100356","6.9001776394815","8.0137453174007","6.715693208395","4.11661364528216","4.76329554053056","-0.628360028662684",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Euro area","EMU","3.80993031164252","2.22830397448068","-1.20960771442554","0.220868066049931","1.45767565068276","2.49821948444664","2.80419116205843","2.29551173410343","1.70070019855699","1.59914145452871","-8.18409621560862",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Europe & Central Asia","ECS","3.18722953551456","3.47903474888574","-0.05635391887445","0.758548718302706","1.79096372281032","2.16945312029478","1.86839830862542","2.58394135751662","2.0273427091106","1.71676808339301","-6.62950135208098",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Europe & Central Asia (excluding high income)","ECA","..","..","..","..","..","..","..","..","..","..","..",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Europe & Central Asia (IDA & IBRD countries)","TEC","..","12.8177121945818","3.39422123081677","1.11750223670022","1.03569564826962","-1.24257730078743","-1.34070722156004","4.26214852106543","4.84309178160743","2.24639058163989","-1.51980913857869",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","European Union","EUU","3.57396548571639","2.3161778779307","-0.983930246643666","0.465942303495197","1.73604922042611","2.74453198392746","2.82321747711769","2.57644736879618","1.91030445784102","2.04402259502618","-7.35501193168821",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Fragile and conflict affected situations","FCS","..","..","-87.1835898247124","-1.50506067473371","3.89927385324536","-2.5637783527429","-3.04695174948037","1.33478058614061","8.85385944209811","3.48956236231996","-1.07112122734094",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Heavily indebted poor countries (HIPC)","HPC","..","..","3.83060092032095","8.43479451124504","7.31623758448158","7.78365076708663","3.17171736721158","3.40516456475228","16.3194457201309","5.33125989807628","3.61728545494302",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","High income","HIC","2.60406415491413","3.46591325495302","1.79714948465863","1.45407148510213","2.28278495697423","2.87228155187461","1.46698594496605","2.77255387165847","1.75013270695885","1.81513219806683","-5.19786004570609",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","IBRD only","IBD","..","3.84729989328565","6.05835121684255","4.41908544140065","5.11643590158633","4.09326908021997","5.22004462461641","5.25917727136954","3.0020021498033","3.63717183114018","-3.0313960436951",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","IDA & IBRD total","IBT","..","3.94597289042626","-23.8565380471528","4.16222869096612","5.18530774163206","4.10938951228326","4.67367456712783","5.10210473765515","3.36544265316307","3.70080962203613","-2.55067776850915",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","IDA blend","IDB","6.30289068526015","3.78143560727359","10.000715181832","3.00711789499684","5.71073525183647","1.34169953793011","-4.32611888034636","1.1386914618041","2.45494481159558","0.402880377092885","3.6591226561622",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","IDA only","IDX","..","..","-91.1765343754511","-1.12753977689648","6.44578596938217","7.55659230290679","0.00666064744270045","4.80162644408173","14.3134873655451","8.10131075699974","3.93722905063549",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","IDA total","IDA","..","5.17658343202889","-83.082764119745","1.00338667534352","6.05989901874118","4.31183033059679","-2.20608256514029","2.95572100708389","8.44294263504479","4.5422351379198","3.81295159662251",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Late-demographic dividend","LTE","..","8.59959475980492","7.19249558495778","4.87943923188936","5.72523217982813","3.46600098697473","4.79995955947712","5.56399731563633","3.48786184808239","3.75451308844778","-1.22621688928542",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Latin America & Caribbean","LCN","-3.93394888366191","3.3935522531845","2.39167255287347","3.3611830807081","1.48344603579937","1.0093346017979","-0.30417664430594","2.4103809583887","0.209408972752925","0.91769990219089","-6.77421688983912",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Latin America & Caribbean (excluding high income)","LAC","-4.1864106145795","3.50098225789075","2.13687935754403","3.2324229202149","1.29121025703161","0.744504046788691","-0.441642181447122","2.50147834837762","0.210824721407548","0.824937234000771","-6.86647642294608",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Latin America & the Caribbean (IDA & IBRD countries)","TLA","-4.03924139527768","3.40662496515168","2.33570833749796","3.38745734855104","1.45702151739249","0.927418123835565","-0.376073467497704","2.42419660571427","0.191992233285546","0.907604256162898","-6.72508168074711",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Least developed countries: UN classification","LDC","..","..","-91.4990486831124","-1.27550984220746","7.39359509597273","7.0844253776541","6.71495231236692","1.4451493382514","8.06228454292301","8.54931787328795","1.12775916526549",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Low & middle income","LMY","..","4.01755251776825","-24.6538300361033","4.19073302948402","5.22384160254548","4.06956201065498","4.75986470318269","5.1228329427454","3.36543765158687","3.63367627068658","-2.52946029206896",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Low income","LIC","..","..","0.236411163090963","4.82666287840792","9.42901490670438","3.94751089704104","0.559631575351972","1.98877234526577","29.8295658370434","6.50665351301005","..",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Lower middle income","LMC","20.4664965381595","-5.90572731451044","-58.149719146762","3.4894097859281","4.86738054120055","5.03349485882367","5.9243200741268","4.86336622766466","3.00317932410394","4.15824596126266","-3.9464946914959",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Middle East & North Africa","MEA","..","..","3.39613435924177","2.49029819027142","1.43856047852134","-6.70977581656827","3.4903935360566","3.97589875180503","0.454737124595098","3.85428576675437","-6.78893117506412",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Middle East & North Africa (excluding high income)","MNA","..","3.87998523550368","0.538109251640464","1.6823900964078","0.917565393922715","-4.58159353619627","7.06588112834361","1.66058561795168","-1.82050703474069","..","..",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Middle East & North Africa (IDA & IBRD countries)","TMN","..","3.87998523550368","0.538109251640464","1.68239009640779","0.917565393922715","-4.58159353619625","7.06588112834356","1.66058561795165","-1.82050703474064","..","..",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Middle income","MIC","..","3.99686567271067","-24.8613250037635","4.18319851228075","5.17371544242206","4.07107547762318","4.80998520069298","5.15873664876105","3.07140437366564","3.59272741201038","-2.64286824163197",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","North America","NAC","1.04713494865338","4.18073109225394","3.43812294740201","1.37404668503929","2.89603857354363","3.44335388481049","0.637738341167179","2.96075018485253","2.30605010861315","2.1424827005208","-4.11068702724826",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Not classified","INX","..","..","..","..","..","..","..","..","..","..","..",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","OECD members","OED","2.71867382094251","3.46622108145721","1.70256567147563","1.39358909626559","2.39620393009581","3.33083784855448","1.53840093327018","2.63746448352633","1.73889413399537","1.72346894061781","-5.29482577783155",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Other small states","OSS","..","..","..","..","..","..","..","..","..","..","..",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Pacific island small states","PSS","..","..","..","..","..","..","..","..","..","..","..",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Post-demographic dividend","PST","2.57808477923207","3.44102405887425","1.64789013494477","1.31594474291204","2.20574989878773","3.24064632815688","1.44094974738076","2.62762269911062","1.67918476184354","1.6563613443366","-5.17661986984113",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Pre-demographic dividend","PRE","..","..","10.5319722421376","4.14389578621299","5.97767022874108","0.401656594890682","3.43134635944746","-0.967823360866859","4.53638756147095","2.71976813470502","-4.29535215706871",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Small states","SST","..","..","..","..","..","..","..","..","..","..","..",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","South Asia","SAS","6.45195110557056","4.94999554721826","5.69294837347813","5.50033811996596","6.51099310054204","8.20497903613901","4.66343588647709","7.98862327210495","5.80088429914302","4.7360170678747","-5.48349264087574",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","South Asia (IDA & IBRD)","TSA","6.45195110557056","4.94999554721826","5.69294837347813","5.50033811996597","6.51099310054204","8.20497903613904","4.66343588647706","7.98862327210495","5.80088429914301","4.73601706787473","-5.48349264087577",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Sub-Saharan Africa","SSF","..","5.29366466094243","7.84518785578807","4.04252248239622","6.09899433757393","4.00865503405301","3.58147603805547","-0.199499295818057","4.26395273388613","2.71754149282305","0.664748679994617",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Sub-Saharan Africa (excluding high income)","SSA","..","5.29366466094248","7.84518785578811","4.04252248239622","6.09899433757393","4.00865503405304","3.58147603805541","-0.199499295818029","4.26395273388611","2.71754149282313","0.664748679994617",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Sub-Saharan Africa (IDA & IBRD countries)","TSS","..","5.29366466094248","7.84518785578815","4.04252248239621","6.09899433757397","4.00865503405301","3.58147603805543","-0.1994992958181","4.26395273388613","2.7175414928231","0.664748679994602",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","Upper middle income","UMC","..","7.51498376176467","6.73801078734286","4.44141954847122","5.28672925716461","3.71751462151029","4.39529836619718","5.27001339600564","3.09700793610774","3.39093848956857","-2.17427276354942",".."
Adjusted net national income (annual % growth),"NY.ADJ.NNTY.KD.ZG","World","WLD","3.10703783046378","3.57364916103396","-8.70642283488611","2.35139112554572","3.26451253175777","3.27956351527885","2.5954290366917","3.59464020304134","2.32347276535656","2.48769717207952","-4.19790612933465",".."
Adjusted net national income per capita (annual % growth),"NY.ADJ.NNTY.PC.KD.ZG","Afghanistan","AFG","..","..","..","..","..","..","..","..","..","..","..",".."
Adjusted net national income per capita (annual % growth),"NY.ADJ.NNTY.PC.KD.ZG","Albania","ALB","..","11.9689426722074","-0.703860788163752","2.86041003394877","0.856370263167207","0.367032524920958","3.30167554471555","2.24874069189798","3.96420563922382","0.951177023569244","..",".."
Adjusted net national income per capita (annual % growth),"NY.ADJ.NNTY.PC.KD.ZG","Algeria","DZA","-1.98792132563248","14.359263612465","6.33021187396379","-1.56772386375475","-1.77315145393678","-4.69647185069661","4.23203825784704","2.77077923732574","-0.335538674630726","1.50974888334659","-10.2118626137629",".."
Adjusted net national income per capita (annual % growth),"NY.ADJ.NNTY.PC.KD.ZG","American Samoa","ASM","..","..","..","..","..","..","..","..","..","..","..",".."
Adjusted net national income per capita (annual % growth),"NY.ADJ.NNTY.PC.KD.ZG","Andorra","AND","..","..","..","..","..","..","..","..","..","..","..",".."
Adjusted net national income per capita (annual % growth),"NY.ADJ.NNTY.PC.KD.ZG","Angola","AGO","..","..","9.93581191547868","6.16628472959775","8.73706169285362","13.8002131751697","55.8509896720152","-15.0049490552693","-33.6838004074521","2.4217589683432","-26.3521704474054",".."
Adjusted net national income per capita (annual % growth),"NY.ADJ.NNTY.PC.KD.ZG","Antigua and Barbuda","ATG","..","..","..","..","..","..","..","..","..","..","..",".."
Adjusted net national income per capita (annual % growth),"NY.ADJ.NNTY.PC.KD.ZG","Argentina","ARG","-1.02491874475771","-1.86896033551061","-2.66890318437068","0.966808630859191","-4.45635284809352","4.0051994728682","-3.12405586269082","4.60812197972544","-6.55843441164376","-5.97778284652998","-6.86317201485174",".."
Adjusted net national income per capita (annual % growth),"NY.ADJ.NNTY.PC.KD.ZG","Armenia","ARM","..","-0.240368263643447","12.7773829145782","2.98243353591958","0.717617210909623","-1.85402135850597","-1.81921133714862","10.0294694660429","3.89796247162437","5.39257974576164","-9.73610615740938",".."
Adjusted net national income per capita (annual % growth),"NY.ADJ.NNTY.PC.KD.ZG","Aruba","ABW","..","..","..","..","..","..","..","..","..","..","..",".."
Adjusted net national income per capita (annual % growth),"NY.ADJ.NNTY.PC.KD.ZG","Australia","AUS","..","..","..","..","..","..","..","..","..","..","..",".."
Adjusted net national income per capita (annual % growth),"NY.ADJ.NNTY.PC.KD.ZG","Austria","AUT","3.21199344535235","2.97707720489684","-0.759728663258443","-0.978517544647303","0.174446259225007","-0.642067758901447","2.76800955510494","-0.727502485035913","1.78572907928907","1.19987693234623","-8.40619675515588",".."
Adjusted net national income per capita (annual % growth),"NY.ADJ.NNTY.PC.KD.ZG","Azerbaijan","AZE","..","2.2232455845276","0.308211477298116","..","..","..","..","..","..","..","..",".."
Adjusted net national income per capita (annual % growth),"NY.ADJ.NNTY.PC.KD.ZG","Bahamas, The","BHS","-3.50955050334532","1.6956995716634","4.62150715143142","-4.68335256510127","1.30066382773582","1.73393508088087","-0.149901295502204","3.21870233464216","-0.451833592374101","3.75501295173319","-25.6455937622778",".."
Adjusted net national income per capita (annual % growth),"NY.ADJ.NNTY.PC.KD.ZG","Bahrain","BHR","..","..","19.499844998906","6.22885538749722","0.366170771813202","1.15891051142152","1.99180365338682","0.0843457914220664","-6.05290020842611","-2.22278612964018","-12.4297300787225",".."
Adjusted net national income per capita (annual % growth),"NY.ADJ.NNTY.PC.KD.ZG","Bangladesh","BGD","4.44095358946394","3.68899487489556","5.05481028771324","4.18944682673103","2.67368059029123","5.25749582017269","-10.8014168406378","4.96538339197188","8.30897147083822","14.0380083546787","3.96649324555595",".."
Adjusted net national income per capita (annual % growth),"NY.ADJ.NNTY.PC.KD.ZG","Barbados","BRB","..","..","..","..","..","..","..","..","..","..","..",".."
Adjusted net national income per capita (annual % growth),"NY.ADJ.NNTY.PC.KD.ZG","Belarus","BLR","..","9.83566243687859","3.92968088959636","-0.151004389804271","3.13407236297603","-4.47761726496275","-5.74612811544849","4.11688962978636","6.53118865320077","3.08487633350536","-3.52998181197324",".."
Adjusted net national income per capita (annual % growth),"NY.ADJ.NNTY.PC.KD.ZG","Belgium","BEL","2.21479937777063","2.1689966494562","2.97681802172312","0.281343065556825","1.23619600052571","1.92882596582935","0.915226121797247","0.737751203260856","0.935998624246452","2.18822854307703","-7.42726432226503",".."
Adjusted net national income per capita (annual % growth),"NY.ADJ.NNTY.PC.KD.ZG","Belize","BLZ","11.585226914152","-1.28645322277245","2.0987788351825","2.99362707606245","2.55728690359109","8.72581760698448","-1.71907012044126","0.546477870894194","-6.34066211572491","2.49246901343933","-13.7492376496623",".."
Adjusted net national income per capita (annual % growth),"NY.ADJ.NNTY.PC.KD.ZG","Benin","BEN","6.92567512082036","5.60915803064972","3.35202004494479","6.9558095560857","3.37323695524978","0.403606550142939","1.6623551200196","0.886391043381124","3.42390254921941","5.10275779278528","0.255844068655819",".."
Adjusted net national income per capita (annual % growth),"NY.ADJ.NNTY.PC.KD.ZG","Bermuda","BMU","..","..","..","..","..","..","..","..","..","..","..",".."
Adjusted net national income per capita (annual % growth),"NY.ADJ.NNTY.PC.KD.ZG","Bhutan","BTN","..","32.4978933610583","2.6747580337277","2.32122348730566","4.20673279639799","3.54588093651695","5.27597844928806","4.64567148120234","2.84804245522285","4.20143838049837","-9.07578640104401",".."
Adjusted net national income per capita (annual % growth),"NY.ADJ.NNTY.PC.KD.ZG","Bolivia","BOL","2.85010388016316","-2.61710692884654","2.32555266676839","4.02980569829727","2.05287214823538","1.77494953273091","3.25806757252165","2.9983277782009","3.3081289430624","1.72565288828844","-10.3208584998813",".."
Adjusted net national income per capita (annual % growth),"NY.ADJ.NNTY.PC.KD.ZG","Bosnia and Herzegovina","BIH","..","..","-1.82400441288647","4.47395034345041","2.52667287829598","7.44863431059059","7.0265494262091","4.55281205565414","4.83742628619868","5.08800724313552","-3.16220073727823",".."
Adjusted net national income per capita (annual % growth),"NY.ADJ.NNTY.PC.KD.ZG","Botswana","BWA","10.2143627070448","-0.29111941427621","-4.70005368049745","8.84756742892081","11.8672767330624","-3.87611315991111","13.4027301863628","-4.53669483572601","-2.32847623722145","-2.03494767132435","-4.33121100040097",".."
Adjusted net national income per capita (annual % growth),"NY.ADJ.NNTY.PC.KD.ZG","Brazil","BRA","-15.0116423666383","4.25035217021299","0.808727749375109","3.58360324582512","-1.31417512276218","-4.57302667218023","-4.10133523214583","0.592852127352316","-0.698362555230787","0.807233400557195","-4.88635523730223",".."
Adjusted net national income per capita (annual % growth),"NY.ADJ.NNTY.PC.KD.ZG","British Virgin Islands","VGB","..","..","..","..","..","..","..","..","..","..","..",".."
Adjusted net national income per capita (annual % growth),"NY.ADJ.NNTY.PC.KD.ZG","Brunei Darussalam","BRN","..","1.9098638632437","4.58369587584274","-0.97242074607631","-1.09430222975976","-10.9486239336672","-5.34697974904373","1.30829104088983","-5.62116555566841","4.94800566290611","-9.6210920345812",".."
Adjusted net national income per capita (annual % growth),"NY.ADJ.NNTY.PC.KD.ZG","Bulgaria","BGR","-1.22032520588269","4.32278254277982","2.73898798529264","-0.79571371345385","2.90529870435401","2.78262812195329","5.96615307886734","4.86497107388577","2.66010550413995","7.13687778046346","0.105131544211929",".."
Adjusted net national income per capita (annual % growth),"NY.ADJ.NNTY.PC.KD.ZG","Burkina Faso","BFA","-2.3852017156088","0.897031682594303","9.06200561421943","0.305613952315653","0.209234979070771","2.49069514238019","5.3431658336772","3.43626436980571","4.74136563408439","3.42872059208368","..",".."
Adjusted net national income per capita (annual % growth),"NY.ADJ.NNTY.PC.KD.ZG","Burundi","BDI","..","-0.591132545043266","14.8885511063251","4.84611732287445","1.0032121957226","10.0428910813076","-7.79902855350173","-4.70814042840713","4.60190712091857","1.37144667515581","0.64503066313965",".."
Adjusted net national income per capita (annual % growth),"NY.ADJ.NNTY.PC.KD.ZG","Cabo Verde","CPV","..","..","-0.380322928475806","1.23955955005279","-1.38608671435414","1.85108721694237","3.83671191708122","2.2502984966799","4.85371134469518","4.67716060912868","-17.2431693878081",".."
Adjusted net national income per capita (annual % growth),"NY.ADJ.NNTY.PC.KD.ZG","Cambodia","KHM","..","3.51551290888574","6.38803965773593","6.86378308626902","0.804715953532636","4.40835470764939","5.9440120201655","5.58226757746729","8.78384121029001","8.20262273487984","-3.96774039356627",".."
Adjusted net national income per capita (annual % growth),"NY.ADJ.NNTY.PC.KD.ZG","Cameroon","CMR","-8.14879304160885","-1.38022179604201","2.06597164271869","5.99215980503909","4.67052918816763","2.9502993008868","2.80704485295567","0.28140096828551","2.10620446614654","2.21914520305393","-0.815807866125198",".."
Adjusted net national income per capita (annual % growth),"NY.ADJ.NNTY.PC.KD.ZG","Canada","CAN","-2.02257255669318","5.4977343755741","0.488209556851999","1.44060964678785","1.42377259830727","-3.53043317108977","-0.211138436577443","3.94780673121747","0.107327045107965","1.12641285342877","-7.98327436204548",".."
Adjusted net national income per capita (annual % growth),"NY.ADJ.NNTY.PC.KD.ZG","Cayman Islands","CYM","..","..","..","..","..","..","..","..","..","..","..",".."
Adjusted net national income per capita (annual % growth),"NY.ADJ.NNTY.PC.KD.ZG","Central African Republic","CAF","..","..","-1.53632045447854","-42.8814234387664","-4.01522032361127","5.63596071059513","13.3437076332302","-5.10004346776702","21.6268707691694","1.90771609532065","-6.31510869632737",".."
Adjusted net national income per capita (annual % growth),"NY.ADJ.NNTY.PC.KD.ZG","Chad","TCD","-7.93619324569494","-5.40011662800003","9.93092022677118","1.54793784915739","2.99294776150749","-10.0865978564516","-10.2585293481285","-17.8542300825143","5.97275663797197","1.62762386722196","-18.5576003332629",".."
Adjusted net national income per capita (annual % growth),"NY.ADJ.NNTY.PC.KD.ZG","Channel Islands","CHI","..","..","..","..","..","..","..","..","..","..","..",".."
Adjusted net national income per capita (annual % growth),"NY.ADJ.NNTY.PC.KD.ZG","Chile","CHL","3.00957083568156","1.87673230095456","6.48114974510791","3.20085953955804","4.03031932720248","2.62057855564184","-1.07735561424802","-1.32904191083571","-0.920674467981414","0.800900683303738","-1.83995012384234",".."
Adjusted net national income per capita (annual % growth),"NY.ADJ.NNTY.PC.KD.ZG","China","CHN","..","8.61394411076586","9.50423331303625","5.2488898099863","7.98134452726831","6.35134201792691","7.59127528449595","6.19939434008259","3.51673630134989","4.32689345707304","-0.193260235521279",".."
Adjusted net national income per capita (annual % growth),"NY.ADJ.NNTY.PC.KD.ZG","Colombia","COL","-0.598787951979531","-1.88143556754488","4.91293956239718","5.38745361883619","4.42856104085027","2.71620050910875","1.30612097894236","-0.529998141606072","0.686596469335868","2.08469984404165","-7.54238115170031",".."
Adjusted net national income per capita (annual % growth),"NY.ADJ.NNTY.PC.KD.ZG","Comoros","COM","1.26637922062494","8.67557936921941","1.38952800505218","2.58059413205838","0.908682939766578","4.28600840429176","1.61306291994423","3.24327809120204","2.19553151227447","-2.23605357477201","17.0158031794227",".."
